"ref_id","ref_code","first_author","ref_year","title","ref_type","citation_bibtex"
82,"guezouExtensiveAlienPlant2010","Guezou",2010,"An extensive alien plant inventory from the inhabited areas of Galapagos","Printed flora or checklist","@article{guezouExtensiveAlienPlant2010, title = {An Extensive Alien Plant Inventory from the Inhabited Areas of {{Galapagos}}}, author = {Gu{\'e}zou, Anne and Trueman, Mandy and Buddenhagen, Christopher Evan and Chamorro, Susana and Guerrero, Ana Mireya and Pozo, Paola and Atkinson, Rachel}, year = {2010}, month = apr, journal = {PLoS ONE}, volume = {5}, number = {4}, pages = {e10276}, issn = {1932-6203}, doi = {10.1371/journal.pone.0010276} }"
83,"jaegerRothmalerExkursionsfloraDeutschland2007","Jäger",2007,"Rothmaler - Exkursionsflora von Deutschland","Printed flora or checklist","@book{jaegerRothmalerExkursionsfloraDeutschland2007, title = {{Rothmaler - Exkursionsflora von Deutschland}}, editor = {J{\""a}ger, Eckehart J. and Ebel, Friedrich and Hanelt, Peter and M{\""u}ller, Gerd K.}, year = {2007}, publisher = {{Springer Berlin Heidelberg}}, address = {{Berlin, Heidelberg}}, doi = {10.1007/978-3-662-50420-8}, isbn = {978-3-662-50419-2 978-3-662-50420-8} }"
86,"heynholdNomenclatorBotanicusHortensis1840","Heynhold",1840,"Nomenclator botanicus hortensis","Printed flora or checklist","@book{heynholdNomenclatorBotanicusHortensis1840, title = {Nomenclator botanicus hortensis}, shorttitle = {Nomenclator botanicus hortensis}, author = {Heynhold, Gustav}, year = {1840}, volume = {1}, publisher = {Arnoldischen Buchhandlung}, address = {Dresden}, doi = {10.5962/bhl.title.127506} }"
90,"abbiwUsefulPlantsGhana1990","Abbiw",1990,"Useful plants of Ghana: West African uses of wild and cultivated plants","Printed flora or checklist","@book{abbiwUsefulPlantsGhana1990, title = {Useful plants of {{Ghana}}: {{West African}} uses of wild and cultivated plants}, shorttitle = {Useful plants of {{Ghana}}}, author = {Abbiw, Daniel K.}, year = {1990}, publisher = {Intermediate Technology Publications ; Royal Botanic Gardens, Kew}, address = {London : Kew, Richmond, Surrey}, isbn = {978-1-85339-080-7 978-1-85339-043-2}, lccn = {SB108.G5 A23 1990}, keywords = {Africa West,Botany Economic,Ghana,Plants Useful} }"
102,"defilippsOrnamentalGardenPlants1992","DeFilipps",1992,"Ornamental garden plants of the Guianas: an historical perspective of selected garden plants from Guyana, Surinam and French Guiana","Printed flora or checklist","@book{defilippsOrnamentalGardenPlants1992, title = {Ornamental garden plants of the {{Guianas}}: an historical perspective of selected garden plants from {{Guyana}}, {{Surinam}} and {{French Guiana}}}, author = {DeFilipps, Robert A.}, year = {1992}, publisher = {Smithsonian Institution}, address = {Washington D.C.} }"
105,"imadaAnnotatedChecklistCultivated2019","Imada",2019,"Annotated Checklist of Cultivated Plants of Hawai‘i","Printed flora or checklist","@misc{imadaAnnotatedChecklistCultivated2019, title = {Annotated {{Checklist}} of {{Cultivated Plants}} of {{Hawai}}`i}, author = {Imada, Clyde T. and Staples, George W. and Herbst, Derral R.}, year = {2019}, url = {http://www2.bishopmuseum.org/HBS/botany/cultivatedplants} }"
111,"davidssonGardagrodur1981","Davidsson",1981,"Gardagródur","Printed flora or checklist","@book{davidssonGardagrodur1981, title = {Gardagr{\'o}dur}, author = {Davidsson, Ing{\'o}lfur and {\'O}skarsson, Ingimar}, year = {1981}, publisher = {Isafoldarprentsmidja}, address = {Reykjav{\'i}k} }"
116,"levangEconomicPlantsIndonesia1991","Levang",1991,"Economic plants of Indonesia : a Latin, Indonesian, French and English dictionary of 728 species","Printed flora or checklist","@book{levangEconomicPlantsIndonesia1991, title = {Economic plants of {{Indonesia}} : a {{Latin}}, {{Indonesian}}, {{French}} and {{English}} dictionary of 728 species}, author = {Levang, Patrice and {de Foresta}, Hubert}, year = {1991}, publisher = {{ORSTOM and SEAMEO BIOTROP}}, address = {Bogor}, langid = {english} }"
125,"ho-dzunAdditionalNotesChecklist1997","Ho-Dzun",1997,"Additional notes to the checklist of Korean cultivated plants (5). Consolidated summary and indexes","Printed flora or checklist","@article{ho-dzunAdditionalNotesChecklist1997, title = {Additional notes to the checklist of {{Korean}} cultivated plants (5). {{Consolidated}} summary and indexes}, author = {{Ho-Dzun}, Hoang and Kn{\""u}pffer, H. and Hammer, K.}, year = {1997}, journal = {Genetic Resources and Crop Evolution}, volume = {44}, number = {4}, pages = {349--391}, issn = {09259864}, doi = {10.1023/A:1008639313536}, url = {http://link.springer.com/10.1023/A:1008639313536}, urldate = {2021-04-30} }"
128,"hammerChecklistLibyanCultivated1988","Hammer",1988,"A check-list of the Libyan cultivated plants including an inventory of the germplasm collected in the years 1981, 1982 and 1983","Printed flora or checklist","@article{hammerChecklistLibyanCultivated1988, title = {A check-list of the {{Libyan}} cultivated plants including an inventory of the germplasm collected in the years 1981, 1982 and 1983}, author = {Hammer, Karl and Lehmann, Christian O. and L'errino, Pietro}, year = {1988}, month = sep, journal = {Die Kulturpflanze}, volume = {36}, number = {3}, pages = {475--527}, issn = {0075-7209, 1573-5109}, doi = {10.1007/BF02034826}, url = {http://link.springer.com/10.1007/BF02034826}, urldate = {2021-05-03}, langid = {english} }"
132,"pilsIllustratedFloraAlbania2016","Pils",2016,"Illustrated flora of Albania","Printed flora or checklist","@book{pilsIllustratedFloraAlbania2016, title = {Illustrated flora of {{Albania}}}, shorttitle = {Illustrated flora of {{Albania}}}, author = {Pils, Gerhard}, year = {2016}, publisher = {{Eigenverlag G. Pils}}, address = {{Feldkirchen}}, collaborator = {Jost, Ingeborg and Gottschlich, G{\""u}nter}, isbn = {978-3-200-04853-9}, langid = {english} } "
144,"kullIntroducedFloraMadagascar2012","Kull",2012,"The introduced flora of Madagascar","Printed flora or checklist","@article{kullIntroducedFloraMadagascar2012, title = {The introduced flora of {{Madagascar}}}, author = {Kull, Christian A. and Tassin, Jacques and Moreau, Sophie and Rakoto Ramiarantsoa, Herv{\'e} and {Blanc-Pamard}, Chantal and Carri{\`e}re, St{\'e}phanie M.}, year = {2012}, month = apr, journal = {Biological Invasions}, volume = {14}, number = {4}, pages = {875--888}, issn = {1387-3547, 1573-1464}, doi = {10.1007/s10530-011-0124-6}, url = {http://link.springer.com/10.1007/s10530-011-0124-6}, urldate = {2023-04-26}, langid = {english} }"
150,"moldenkeContributionOurKnowledge1945","Moldenke",1945,"A Contribution to our Knowledge of the Wild and Cultivated Flora of Maryland","Printed flora or checklist","@article{moldenkeContributionOurKnowledge1945, title = {A {{Contribution}} to our {{Knowledge}} of the {{Wild}} and {{Cultivated Flora}} of {{Maryland}}---{{I}}}, author = {Moldenke, Harold N.}, year = {1945}, journal = {Torreya}, volume = {45}, number = {3}, pages = {79--92}, langid = {english} }"
151,"moldenkeContributionOurKnowledge1945a","Moldenke",1945,"A Contribution to our Knowledge of the Wild and Cultivated Flora of Massachusetts","Printed flora or checklist","@article{moldenkeContributionOurKnowledge1945a, title = {A {{Contribution}} to our {{Knowledge}} of the {{Wild}} and {{Cultivated Flora}} of {{Massachusetts}}---{{I}}}, author = {Moldenke, Harold N.}, year = {1945}, journal = {Torreya}, volume = {45}, number = {2}, pages = {41--52}, langid = {english} }"
170,"borokiniAlienFloraNigeria2023","Borokini",2023,"Alien flora of Nigeria: taxonomy, biogeography, habitats, and ecological impacts","Printed flora or checklist","@article{borokiniAlienFloraNigeria2023, title = {Alien flora of {{Nigeria}}: taxonomy, biogeography, habitats, and ecological impacts}, shorttitle = {Alien flora of {{Nigeria}}}, author = {Borokini, Israel T. and Kortz, Alessandra and Anibaba, Quadri A. and Witt, Arne and Aigbokhan, Emmanuel I. and Hejda, Martin and Py{\v s}ek, Petr}, year = {2023}, month = dec, journal = {Biological Invasions}, volume = {25}, number = {12}, pages = {3677--3696}, issn = {1387-3547, 1573-1464}, doi = {10.1007/s10530-023-03140-1}, urldate = {2023-11-14}, langid = {english} } "
171,"ammarGardenPlantDiversity2021","Ammar",2021,"Garden plant diversity in the Egyptian Nile Region and the effect of climate change on its conservation and ecosystem service","Printed flora or checklist","@phdthesis{ammarGardenPlantDiversity2021, title = {Garden plant diversity in the {{Egyptian Nile Region}} and the effect of climate change on its conservation and ecosystem service}, author = {Ammar, Esraa El-Saeed Ibrahim}, year = {2021}, address = {Tanta, Egypt}, school = {Tanta University} }"
172,"ammarCurrentSituationAgrobiodiversity2015","Ammar",2015,"Current Situation of Agro-biodiversity in Nile Delta","Printed flora or checklist","@phdthesis{ammarCurrentSituationAgrobiodiversity2015, type = {M.{{Sc}}.}, title = {Current {{Situation}} of {{Agro-biodiversity}} in {{Nile Delta}}}, author = {Ammar, Esraa El-Saeed Ibrahim}, year = {2015}, address = {Tanta, Egypt}, school = {Tanta University} }"
173,"ammarAssessmentCropBasket2022","Ammar",2022,"Assessment of the crop basket around the Egyptian Nile River; Eastern North Africa","Printed flora or checklist","@article{ammarAssessmentCropBasket2022, title = {Assessment of the crop basket around the {{Egyptian Nile River}}; {{Eastern North Africa}}}, author = {Ammar, Esraa E}, year = {2022}, journal = {Saudi Journal of Biological Sciences}, pages = {18}, langid = {english} }"
181,"moldenkeContributionOurKnowledge1944a","Moldenke",1944,"A Contribution to Our Knowledge of the Wild and Cultivated Flora of Ohio","Printed flora or checklist","@article{moldenkeContributionOurKnowledge1944a, title = {A {{Contribution}} to {{Our Knowledge}} of the {{Wild}} and {{Cultivated Flora}} of {{Ohio}}---{{I}}}, author = {Moldenke, Harold N.}, year = {1944}, journal = {Castanea}, volume = {9}, number = {1/3}, pages = {1--80}, langid = {english} }"
182,"hammerOmanCrossroadsInterregional2009","Hammer",2009,"Oman at the cross-roads of inter-regional exchange of cultivated plants","Printed flora or checklist","@article{hammerOmanCrossroadsInterregional2009, title = {Oman at the cross-roads of inter-regional exchange of cultivated plants}, author = {Hammer, K. and Gebauer, J. and Al Khanjari, S. and Buerkert, A.}, year = {2009}, month = jun, journal = {Genetic Resources and Crop Evolution}, volume = {56}, number = {4}, pages = {547--560}, issn = {0925-9864, 1573-5109}, doi = {10.1007/s10722-008-9385-z}, url = {http://link.springer.com/10.1007/s10722-008-9385-z}, urldate = {2021-05-03}, langid = {english} }"
206,"aksenovDekorativnyeRastenijaDerevja2000","Aksenov",2000,"Dekorativnye rastenija T 1 (Derevʹja i kustarniki)","Printed flora or checklist","@book{aksenovDekorativnyeRastenijaDerevja2000, title = {Dekorativnye rastenija {{T}} 1 ({{Derev'ja}} i kustarniki)}, author = {Aksenov, E and Aksenova, N}, year = {2000}, series = {{\`E}nciklopedija prirody {{Rossii}}}, volume = {1}, publisher = {ABF}, address = {Moskva} }"
207,"aksenovDekorativnyeRastenijaTravjanistye2000","Aksenov",2000,"Dekorativnye rastenija, T 2 (Travjanistye rastenija)","Printed flora or checklist","@book{aksenovDekorativnyeRastenijaTravjanistye2000, title = {Dekorativnye rastenija, {{T}} 2 ({{Travjanistye}} rastenija)}, author = {Aksenov, E and Aksenova, N}, year = {2000}, series = {{\`E}nciklopedija prirody {{Rossii}}}, volume = {2}, publisher = {ABF}, address = {Moskva} }"
212,"lundhFarmAreaCultivated2006","Lundh",2006,"The farm area and cultivated plants on Santa Cruz, 1932–1965, with remarks on other parts of Galapagos","Printed flora or checklist","@article{lundhFarmAreaCultivated2006, title = {The farm area and cultivated plants on {{Santa Cruz}}, 1932--1965, with remarks on other parts of {{Galapagos}}}, author = {Lundh, J P}, year = {2006}, month = dec, journal = {Galapagos Research}, volume = {64}, pages = {12--25}, langid = {english} }"
216,"chongChecklistTotalVascular2009","Chong",2009,"A checklist of the total vascular plant flora of Singapore: native, naturalised and cultivated species","Printed flora or checklist","@techreport{chongChecklistTotalVascular2009, title = {A checklist of the total vascular plant flora of {{Singapore}}}, author = {Chong, Kwek Yan and Tan, Hugh T.W. and Corlett, Richard T.}, year = {2009}, pages = {273}, address = {Singapore}, institution = {National University of Singapore}, langid = {english} }"
219,"cheekStatusArboretaSouth2022","Cheek",2022,"The status of arboreta in South Africa and the taxa they contain","Printed flora or checklist","@article{cheekStatusArboretaSouth2022, title = {The status of arboreta in {{South Africa}} and the taxa they contain}, author = {Cheek, M. D. and Wilson, J. R. U. and Richardson, D. M. and Proche{\c s}, {\c S}}, year = {2022}, month = apr, journal = {Southern Forests: a Journal of Forest Science}, volume = {84}, number = {2}, pages = {174--191}, issn = {2070-2620, 2070-2639}, doi = {10.2989/20702620.2022.2102453}, url = {https://www.tandfonline.com/doi/full/10.2989/20702620.2022.2102453}, urldate = {2023-03-13}, langid = {english} }"
221,"glenCultivatedPlantsSouthern2002","Glen",2002,"Cultivated plants of southern Africa : botanical names, common names, origins, literature","Printed flora or checklist","@book{glenCultivatedPlantsSouthern2002, title = {Cultivated plants of southern {{Africa}} : botanical names, common names, origins, literature}, author = {Glen, H.F.}, year = {2002}, publisher = {Jacana: National Botanical Institute}, address = {Johannesburg} }"
222,"glenGuideTreesIntroduced2016","Glen",2016,"Guide to trees introduced into southern Africa","Printed flora or checklist","@book{glenGuideTreesIntroduced2016, title = {Guide to trees introduced into southern {{Africa}}}, author = {Glen, Hugh and Van Wyk, Braam}, year = {2016}, edition = {First edition}, publisher = {Struik Nature}, address = {Cape Town}, isbn = {978-1-77584-125-8}, lccn = {SD531.S68 G55 2016}, keywords = {Africa Southern,Trees} }"
223,"matudaContributionOurKnowledge1950","Matuda",1950,"A Contribution to Our Knowledge of the Wild and Cultivated Flora of Chiapas. I. Districts Soconusco and Mariscal","Printed flora or checklist","@article{matudaContributionOurKnowledge1950, title = {A {{Contribution}} to {{Our Knowledge}} of the {{Wild}} and {{Cultivated Flora}} of {{Chiapas}}. {{I}}. {{Districts Soconusco}} and {{Mariscal}}}, author = {Matuda, Eizi}, year = {1950}, month = nov, journal = {American Midland Naturalist}, volume = {44}, number = {3}, eprint = {2421822}, eprinttype = {jstor}, pages = {513--616}, issn = {00030031}, doi = {10.2307/2421822}, url = {https://www.jstor.org/stable/2421822?origin=crossref}, urldate = {2021-07-30}, langid = {english} }"
226,"hammerChecklistSouthItalian1990","Hammer",1990,"A checklist of the South Italian cultivated plants","Printed flora or checklist","@article{hammerChecklistSouthItalian1990, title = {A checklist of the {{South Italian}} cultivated plants}, author = {Hammer, Karl and Kn{\""u}pffer, Helmut and Perrino, Pietro}, year = {1990}, month = sep, journal = {Die Kulturpflanze}, volume = {38}, number = {3}, pages = {191--310}, issn = {0075-7209, 1573-5109}, doi = {10.1007/BF01988238}, url = {http://link.springer.com/10.1007/BF01988238}, urldate = {2021-04-20}, langid = {english} }"
236,"omerAlienFloraSudan2021","Omer",2021,"The alien flora of Sudan and South Sudan: taxonomic and biogeographical composition","Printed flora or checklist","@article{omerAlienFloraSudan2021, title = {The alien flora of {{Sudan}} and {{South Sudan}}: taxonomic and biogeographical composition}, shorttitle = {The alien flora of {{Sudan}} and {{South Sudan}}}, author = {Omer, Ali and Kordofani, Maha and Gibreel, Haytham H. and Py{\v s}ek, Petr and {van Kleunen}, Mark}, year = {2021}, month = jul, journal = {Biological Invasions}, volume = {23}, number = {7}, pages = {2033--2045}, issn = {1387-3547, 1573-1464}, doi = {10.1007/s10530-021-02495-7}, url = {https://link.springer.com/10.1007/s10530-021-02495-7}, urldate = {2023-03-07}, langid = {english} }"
237,"darbyshirePlantsSudanSouth2015","Darbyshire",2015,"The plants of Sudan and South Sudan: an annotated checklist","Printed flora or checklist","@book{darbyshirePlantsSudanSouth2015, title = {The plants of {{Sudan}} and {{South Sudan}}: an annotated checklist}, shorttitle = {The plants of {{Sudan}} and {{South Sudan}}}, editor = {Darbyshire, Ian and Pickering, Helen and Kordofani, Maha and Farag, Imadeldin and Candiga, Ruba}, year = {2015}, publisher = {Royal Botanic Gardens, Kew}, address = {Richmond}, isbn = {978-1-84246-473-1 978-1-84246-517-2}, langid = {english}, lccn = {581.962 4} }"
238,"vanandelForgottenHermannHerbarium2012","van Andel",2012,"The forgotten Hermann Herbarium: A 17th century collection of useful plants from Suriname","Printed flora or checklist","@article{vanandelForgottenHermannHerbarium2012, title = {The forgotten {{Hermann Herbarium}}: {{A}} 17th century collection of useful plants from {{Suriname}}}, shorttitle = {The forgotten {{Hermann Herbarium}}}, author = {{van Andel}, Tinde and Veldman, Sarina and Maas, Paul and Thijsse, Gerard and Eurlings, Marcel}, year = {2012}, month = dec, journal = {TAXON}, volume = {61}, number = {6}, pages = {1296--1304}, issn = {00400262}, doi = {10.1002/tax.616010}, url = {http://doi.wiley.com/10.1002/tax.616010}, urldate = {2021-05-07}, langid = {english} }"
246,"cadotteListVascularPlants2021","Cadotte",2021,"The list of vascular plants for the city of Toronto","Printed flora or checklist","@article{cadotteListVascularPlants2021, title = {The list of vascular plants for the city of {{Toronto}}}, author = {Cadotte, Marc W.}, year = {2021}, month = jan, journal = {Ecological Solutions and Evidence}, volume = {2}, number = {1}, issn = {2688-8319, 2688-8319}, doi = {10.1002/2688-8319.12036}, url = {https://onlinelibrary.wiley.com/doi/10.1002/2688-8319.12036}, urldate = {2023-04-13}, langid = {english} }"
286,"hammerChecklistCultivatedPlants1999","Hammer",1999,"A checklist of the cultivated plants of Ustica (Italy)","Printed flora or checklist","@article{hammerChecklistCultivatedPlants1999, title = {A checklist of the cultivated plants of {{Ustica}} ({{Italy}})}, author = {Hammer, K. and Laghetti, G. and Perrino, P.}, year = {1999}, journal = {Genetic Resources and Crop Evolution}, volume = {46}, number = {1}, pages = {95--106}, issn = {09259864}, doi = {10.1023/A:1008601909574}, url = {http://link.springer.com/10.1023/A:1008601909574}, urldate = {2021-04-30} }"
289,"oliva-estevaGardenPlantsTropics1986","Oliva-Esteva",1986,"Garden Plants of the Tropics (Venezuela)","Printed flora or checklist","@book{oliva-estevaGardenPlantsTropics1986, title = {Garden {{Plants}} of the {{Tropics}} ({{Venezuela}})}, author = {{Oliva-Esteva}, Francisco}, editor = {Armitano, Ernesto}, year = {1986}, publisher = {Ediciones Armitano C.A.}, address = {Caracas} }"
296,"brenzelNewSunsetWestern2012","Brenzel",2012,"The new Sunset Western garden book: the ultimate gardening guide","Printed flora or checklist","@book{brenzelNewSunsetWestern2012, title = {The new {{Sunset Western}} garden book: the ultimate gardening guide}, shorttitle = {The new {{Sunset Western}} garden book}, editor = {Brenzel, Kathleen Norris}, year = {2012}, edition = {9th ed}, publisher = {Time Home Entertainment Inc}, address = {New York, NY}, isbn = {978-0-376-03921-7 978-0-376-03920-0}, lccn = {SB453.2.W4 S9 2012}, keywords = {Gardening,Plants Ornamental,West (U.S.)}, annotation = {OCLC: ocn706025589} }"
307,"binghamFloraZambiaList2023","Bingham",2023,"Flora of Zambia: List of cultivated plant families","Printed flora or checklist","@misc{binghamFloraZambiaList2023, title = {Flora of {{Zambia}}: {{List}} of Cultivated Plant Families}, author = {Bingham, Mike G. and Willemen, Annette and Wursten, Bart T. and Ballings, Petra and Hyde, Mark A.}, year = {2023}  }"
308,"alfredAlienFloraZimbabwe2022","Alfred",2022,"Alien flora of Zimbabwe: Data derived from herbarium specimens","Printed flora or checklist","@article{alfredAlienFloraZimbabwe2022, title = {Alien Flora of {{Zimbabwe}}: {{Data}} Derived from Herbarium Specimens}, shorttitle = {Alien Flora of {{Zimbabwe}}}, author = {Alfred, Maroyi}, year = {2022}, month = jun, journal = {Data in Brief}, volume = {42}, pages = {108186}, issn = {23523409}, doi = {10.1016/j.dib.2022.108186}, urldate = {2022-12-02}, langid = {english} }"
309,"hydeFloraZimbabweCultivated2021","Hyde",2021,"Flora of Zimbabwe: Cultivated plants","Printed flora or checklist","@misc{hydeFloraZimbabweCultivated2021, title = {Flora of {{Zimbabwe}}: {{Cultivated}} Plants}, author = {Hyde, M.A. and Wursten, B.T. and Ballings, P. and Coates Palgrave, M.}, year = {2021} }"
330,"sennikovAlienPlantsKyrgyzstan2024","Sennikov",2024,"Alien plants of Kyrgyzstan: The first complete inventory, distributions and main patterns","Printed flora or checklist","@article{sennikovAlienPlantsKyrgyzstan2024, title = {Alien plants of {{Kyrgyzstan}}: {{The}} first complete inventory, distributions and main patterns}, shorttitle = {Alien plants of kyrgyzstan}, author = {Sennikov, Alexander N. and Lazkov, Georgy A.}, year = {2024}, month = jan, journal = {Plants}, volume = {13}, number = {2}, pages = {286}, issn = {2223-7747}, doi = {10.3390/plants13020286}, url = {https://www.mdpi.com/2223-7747/13/2/286}, urldate = {2024-02-07}, langid = {english} }"
380,"juhe-beaulatonJardinsFortsEuropeens1994","Juhé-Beaulaton",1994,"Les jardins des forts européens de Ouidah (Bénin): premiers jardins d'essai.","Printed flora or checklist","@article{juhe-beaulatonJardinsFortsEuropeens1994, title = {{Les jardins des forts europ{\'e}ens de Ouidah (B{\'e}nin): premiers jardins d'essai.}}, author = {{Juh{\'e}-Beaulaton}, Dominique}, year = {1994}, journal = {Cahiers du Centre de Recherches Africaines}, volume = {8}, pages = {84--105}, langid = {french} }"
390,"rojas-sandovalOrnamentalsLeadWay2021","Rojas-Sandoval",2021,"Ornamentals lead the way: global influences on plant invasions in the Caribbean","Printed flora or checklist","@article{rojas-sandovalOrnamentalsLeadWay2021, title = {Ornamentals lead the way: global influences on plant invasions in the {{Caribbean}}}, shorttitle = {Ornamentals lead the way}, author = {{Rojas-Sandoval}, Julissa and Ackerman, James D.}, year = {2021}, month = apr, journal = {NeoBiota}, volume = {64}, pages = {177--197}, issn = {1314-2488, 1619-0033}, doi = {10.3897/neobiota.64.62939}, url = {https://neobiota.pensoft.net/article/62939/}, urldate = {2023-11-14}, langid = {english} }"
391,"acevedo-rodriguezCatalogueSeedPlants2012","Acevedo-Rodríguez",2012,"Catalogue of Seed Plants of the West Indies","Printed flora or checklist","@book{acevedo-rodriguezCatalogueSeedPlants2012, title = {Catalogue of {{Seed Plants}} of the {{West Indies}}}, author = {{Acevedo-Rodr{\'i}guez}, Pedro and Strong, Mark T.}, year = {2012}, series = {Smithsonian {{Contributions}} to {{Botany}}}, volume = {98}, publisher = {Smithsonian Institution Scholarly Press}, address = {Washington D.C.}, url = {https://repository.si.edu/handle/10088/17551}, urldate = {2023-11-14}, langid = {english} }"
397,"doroskiFutureUrbanForest2020","Doroski",2020,"The future urban forest – A survey of tree planting programs in the Northeastern United States","Printed flora or checklist","@article{doroskiFutureUrbanForest2020, title = {The Future Urban Forest -- {{A}} Survey of Tree Planting Programs in the {{Northeastern United States}}}, author = {Doroski, Danica A. and Ashton, Mark S. and Duguid, Marlyse C.}, year = {2020}, month = nov, journal = {Urban Forestry \& Urban Greening}, volume = {55}, pages = {126816}, issn = {16188667}, doi = {10.1016/j.ufug.2020.126816}, urldate = {2021-12-02}, langid = {english} }"
403,"ossolaGlobalUrbanTree2020","Ossola",2020,"The Global Urban Tree Inventory: A database of the diverse tree flora that inhabits the world’s cities","Printed flora or checklist","@article{ossolaGlobalUrbanTree2020, title = {The {{Global Urban Tree Inventory}}: {{A}} database of the diverse tree flora that inhabits the world's cities}, shorttitle = {The {{Global Urban Tree Inventory}}}, author = {Ossola, Alessandro and Hoeppner, Malin J. and Burley, Hugh M. and Gallagher, Rachael V. and Beaumont, Linda J. and Leishman, Michelle R.}, editor = {Blonder, Benjamin}, year = {2020}, month = nov, journal = {Global Ecology and Biogeography}, volume = {29}, number = {11}, pages = {1907--1914}, issn = {1466-822X, 1466-8238}, doi = {10.1111/geb.13169}, url = {https://onlinelibrary.wiley.com/doi/10.1111/geb.13169}, urldate = {2021-05-03}, langid = {english} }"
410,"breckleChecklistVascularPlants2013","Breckle",2013,"The Checklist of Vascular Plants of Afghanistan (Monocotyledons)","Printed flora or checklist","@book{breckleChecklistVascularPlants2013, title = {The {{Checklist}} of {{Vascular Plants}} of {{Afghanistan}} ({{Monocotyledons}})}, author = {Breckle, Siegmar-W. and Hedge, Ian C. and Rafiqpoor, M. Daud}, year = {2013}, series = {Vascular {{Plants}} of {{Afghanistan}}}, edition = {Revised digital edition 2022}, volume = {C-4}, publisher = {Scientia Bonnensis}, address = {Bonn} }"
411,"breckleChecklistVascularPlants2013a","Breckle",2013,"The Checklist of Vascular Plants of Afghanistan (Dicotyledons)","Printed flora or checklist","@book{breckleChecklistVascularPlants2013a, title = {The {{Checklist}} of {{Vascular Plants}} of {{Afghanistan}} ({{Dicotyledons}})}, author = {Breckle, Siegmar-W. and Hedge, Ian C. and Rafiqpoor, M. Daud}, year = {2013}, series = {Vascular {{Plants}} of {{Afghanistan}}}, edition = {Revised digital edition 2022}, volume = {C-3}, publisher = {Scientia Bonnensis}, address = {Bonn} }"
412,"breckleChecklistVascularPlants2013b","Breckle",2013,"The Checklist of Vascular Plants of Afghanistan (Gymnosperms)","Printed flora or checklist","@book{breckleChecklistVascularPlants2013b, title = {The {{Checklist}} of {{Vascular Plants}} of {{Afghanistan}} ({{Gymnosperms}})}, author = {Breckle, Siegmar-W. and Hedge, Ian C. and Rafiqpoor, M. Daud}, year = {2013}, series = {Vascular {{Plants}} of {{Afghanistan}}}, edition = {Revised digital edition 2022}, volume = {C-2}, publisher = {Scientia Bonnensis}, address = {Bonn} }"
413,"breckleChecklistVascularPlants2013c","Breckle",2013,"The Checklist of Vascular Plants of Afghanistan (Pteridophytes)","Printed flora or checklist","@book{breckleChecklistVascularPlants2013c, title = {The {{Checklist}} of {{Vascular Plants}} of {{Afghanistan}} ({{Pteridophytes}})}, author = {Breckle, Siegmar-W. and Hedge, Ian C. and Rafiqpoor, M. Daud}, year = {2013}, series = {Vascular {{Plants}} of {{Afghanistan}}}, edition = {Revised digital edition 2022}, volume = {C-1}, publisher = {Scientia Bonnensis}, address = {Bonn} }"
417,"demacveanPlantasIntroducidasGuatemala2023","de Mac Vean",2023,"Plantas introducidas a Guatemala","Printed flora or checklist","@inbook{demacveanPlantasIntroducidasGuatemala2023, title = {Plantas introducidas a {{Guatemala}}}, booktitle = {Biodiversidad de {{Guatemala}}}, author = {{de Mac Vean}, Ana Lucrecia and Zin, Hannah}, year = {2023}, volume = {III}, publisher = {Universidad del Valle de Guatemala}, collaborator = {Schuster, Jack C and Yoshimoto, Jiichiro and Sierra, Jos{\'e} Monz{\'o}n} }"
423,"vonbielerLandscapePlantsArriyadh2014","von Bieler",2014,"Landscape Plants for Arriyadh Region","Printed flora or checklist","@book{vonbielerLandscapePlantsArriyadh2014, title = {Landscape {{Plants}} for {{Arriyadh Region}}}, author = {{von Bieler}, Alexandra and Elsworth, David and Wieschus, Christoph and {High Commission for the Development of Arriyadh}}, year = {2014}, publisher = {King Fahd National Library}, address = {Riyadh}, isbn = {978-603-90582-1-2}, langid = {english} }"
425,"diengCaracterisationFloreOrnementale2019","Dieng",2019,"Caractérisation de la flore ornementale de la région de Dakar","Printed flora or checklist","@article{diengCaracterisationFloreOrnementale2019, title = {{Caract{\'e}risation de la flore ornementale de la r{\'e}gion de Dakar (S{\'e}n{\'e}gal)}}, author = {Dieng, Birane and Mbaye, Mame Samba and Rahimi, Mballo and Diouf, Macoumba and Diouf, Jules and Diouf, Ndongo and Gueye, Fatou Kin{\'e} and Ka, Samba Laha and Sydibe, Mamadou and Camara, Abdoul Aziz and Noba, Kandioura}, year = {2019}, journal = {Journal of Applied Biosciences}, volume = {138}, pages = {14029--14041}, doi = {10.4314/jab.v138i1.3}, langid = {french} }"
431,"min1001GardenPlants2003","Min",2003,"1001 Garden Plants in Singapore","Printed flora or checklist","@book{min1001GardenPlants2003, title = {1001 {{Garden Plants}} in {{Singapore}}}, author = {Min, Boo Chih and {Omar-Hor}, Kartini and Lin, Ou-Yang Chow}, year = {2003}, publisher = {National Parks Board}, isbn = {981-04-9268-5}, langid = {english} }"
